Cliente_Comprou_o_Titulo?,Idade,Profissao,Estado_Civil,Formacao,Cliente_Devedor?,Saldo_Conta_Corrente,Tem_Hipoteca?,Tem_Emprestimo?,Qte_de_Ligacoes_Feitas
Sim,29,Serviços Gerais,Casado,Ensino Médio,Não,6567,Sim,Não,2
Sim,29,Desempregado,Solteiro,Ensino Médio,Não,25,Não,Não,2
Sim,29,Autônomo,Casado,Ensino Médio,Não,123,Não,Sim,2
Não,29,Serviços Gerais,Casado,Ensino Médio,Não,376,Não,Sim,3
Sim,30,Operário,Solteiro,Ensino Médio,Não,155,Sim,Sim,3
Sim,30,Operário,Solteiro,Ensino Médio,Não,183,Sim,Não,1
Sim,30,Estudante,Solteiro,Ensino Superior,Não,3300,Não,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,1466,Não,Não,4
Não,30,Administrador,Solteiro,Ensino Superior,Não,114,Não,Não,4
Não,30,Operário,Casado,Ensino Médio,Não,673,Sim,Não,2
Sim,30,Administrador,Solteiro,Ensino Superior,Não,536,Não,Não,1
Não,30,Operário,Solteiro,Ensino Médio,Não,228,Não,Não,1
Não,30,Técnico,Solteiro,Ensino Superior,Não,6619,Sim,Não,8
Sim,30,Autônomo,Solteiro,Ensino Superior,Não,432,Sim,Não,1
Sim,30,Administrador,Casado,Ensino Superior,Não,7,Sim,Não,1
Sim,30,Serviços Gerais,Divorciado,Ensino Médio,Não,436,Sim,Não,1
Sim,30,Administrador,Casado,Ensino Superior,Não,1221,Sim,Não,4
Sim,30,Administrador,Solteiro,Ensino Médio,Não,983,Sim,Não,2
Não,30,Técnico,Divorciado,Ensino Médio,Não,3028,Sim,Não,5
Sim,30,Desempregado,Solteiro,Ensino Superior,Não,1159,Não,Não,1
Sim,30,Serviços Gerais,Divorciado,Fundamental,Não,459,Sim,Não,1
Sim,30,Administrador,Divorciado,Ensino Superior,Não,415,Sim,Sim,1
Sim,30,Serviços Gerais,Casado,Ensino Médio,Não,3929,Sim,Não,1
Sim,30,Administrador,Casado,Ensino Superior,Não,1942,Sim,Sim,2
Sim,30,Estudante,Solteiro,Ensino Superior,Não,7529,Não,Não,6
Sim,30,Desempregado,Casado,Ensino Superior,Não,330,Não,Não,1
Não,30,Serviços Gerais,Casado,Ensino Médio,Não,637,Sim,Não,5
Sim,30,Administrador,Solteiro,Ensino Superior,Não,5359,Não,Não,1
Não,30,Administrador,Casado,Ensino Superior,Não,1384,Sim,Não,2
Sim,30,Administrador,Solteiro,Ensino Superior,Não,5561,Sim,Não,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,985,Sim,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,168,Não,Não,13
Não,30,Administrador,Divorciado,Ensino Médio,Não,370,Sim,Não,1
Sim,30,Administrador,Casado,Ensino Superior,Não,1996,Não,Não,3
Sim,30,Administrador,Solteiro,Ensino Superior,Não,311,Não,Não,2
Sim,30,Administrador,Casado,Ensino Superior,Não,10884,Não,Não,2
Não,30,Técnico,Solteiro,Ensino Médio,Não,893,Não,Não,3
Não,30,Operário,Solteiro,Ensino Médio,Não,80,Sim,Sim,1
Não,30,Administrador,Solteiro,Ensino Médio,Não,60,Não,Não,2
Não,30,Operário,Solteiro,Ensino Médio,Sim,447,Não,Não,2
Sim,30,Administrador,Solteiro,Ensino Superior,Não,4889,Não,Não,2
Sim,30,Serviços Gerais,Solteiro,Ensino Médio,Não,1599,Não,Não,2
Sim,30,Operário,Casado,Ensino Médio,Não,2493,Não,Não,2
Sim,30,Administrador,Solteiro,Ensino Médio,Não,3528,Não,Não,1
Não,30,Serviços Gerais,Solteiro,Ensino Médio,Não,9,Não,Sim,2
Sim,30,Administrador,Solteiro,Ensino Superior,Não,147,Não,Não,1
Não,30,Administrador,Solteiro,Ensino Médio,Não,28,Não,Não,1
Sim,30,Autônomo,Casado,Ensino Superior,Não,543,Sim,Sim,6
Não,30,Técnico,Solteiro,Ensino Médio,Não,175,Não,Não,4
Sim,30,Administrador,Solteiro,Ensino Superior,Não,536,Não,Não,2
Não,30,Autônomo,Solteiro,Ensino Médio,Não,192,Não,Não,1
Não,30,Administrador,Casado,Ensino Superior,Não,1390,Não,Não,4
Não,30,Operário,Solteiro,Ensino Médio,Não,103,Sim,Não,2
Sim,30,Técnico,Solteiro,Ensino Médio,Não,863,Sim,Não,5
Sim,30,Autônomo,Solteiro,Ensino Superior,Não,916,Não,Não,2
Sim,30,Operário,Casado,Ensino Médio,Não,61,Sim,Não,1
Sim,30,Autônomo,Solteiro,Ensino Superior,Não,251,Não,Não,1
Não,30,Administrador,Casado,Ensino Médio,Não,590,Não,Não,3
Sim,30,Administrador,Solteiro,Ensino Superior,Não,3473,Não,Não,2
Sim,30,Administrador,Solteiro,Ensino Médio,Não,914,Sim,Não,3
Sim,30,Administrador,Casado,Ensino Médio,Não,8781,Sim,Não,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,572,Não,Não,3
Não,30,Técnico,Solteiro,Ensino Médio,Não,54,Não,Não,2
Não,30,Administrador,Solteiro,Ensino Superior,Não,3410,Sim,Não,1
Não,30,Técnico,Solteiro,Ensino Médio,Não,3096,Sim,Não,4
Não,30,Operário,Casado,Ensino Médio,Não,364,Sim,Sim,1
Não,30,Técnico,Solteiro,Ensino Médio,Não,778,Sim,Não,2
Não,30,Serviços Gerais,Casado,Ensino Médio,Não,80,Sim,Não,2
Sim,30,Técnico,Casado,Ensino Médio,Não,776,Não,Não,2
Não,30,Administrador,Solteiro,Ensino Médio,Não,457,Não,Não,2
Sim,30,Estudante,Solteiro,Ensino Médio,Não,48,Não,Não,1
Sim,30,Diarista,Solteiro,Ensino Superior,Não,19,Não,Não,1
Sim,30,Técnico,Solteiro,Ensino Superior,Não,655,Não,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,222,Não,Sim,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,2876,Não,Não,4
Sim,30,Técnico,Solteiro,Ensino Superior,Não,3291,Sim,Não,3
Não,30,Operário,Casado,Ensino Médio,Não,282,Sim,Sim,2
Não,30,Administrador,Casado,Ensino Superior,Não,1195,Não,Não,2
Não,30,Administrador,Solteiro,Ensino Superior,Não,596,Não,Não,2
Não,30,Técnico,Casado,Ensino Médio,Não,4,Sim,Não,5
Sim,30,Administrador,Solteiro,Ensino Superior,Não,1028,Não,Não,2
Não,30,Serviços Gerais,Casado,Ensino Médio,Não,1256,Sim,Não,3
Sim,30,Operário,Solteiro,Ensino Médio,Não,161,Não,Sim,3
Não,30,Serviços Gerais,Solteiro,Ensino Superior,Não,803,Não,Não,1
Não,30,Operário,Casado,Ensino Médio,Não,321,Sim,Não,2
Sim,30,Serviços Gerais,Solteiro,Ensino Médio,Não,495,Sim,Não,1
Não,30,Técnico,Solteiro,Ensino Médio,Não,656,Não,Sim,1
Sim,30,Administrador,Casado,Ensino Superior,Não,4328,Não,Não,3
Sim,30,Administrador,Solteiro,Ensino Superior,Não,536,Não,Não,1
Não,30,Técnico,Solteiro,Ensino Médio,Não,19,Sim,Não,15
Não,30,Administrador,Solteiro,Ensino Superior,Não,2766,Sim,Sim,1
Não,30,Operário,Solteiro,Ensino Médio,Não,132,Sim,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,1675,Não,Não,1
Não,30,Técnico,Casado,Ensino Médio,Não,743,Não,Não,2
Sim,30,Operário,Casado,Fundamental,Não,5,Não,Não,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,8535,Não,Não,2
Sim,30,Serviços Gerais,Casado,Ensino Médio,Não,5,Não,Sim,5
Sim,30,Estudante,Solteiro,Ensino Médio,Não,2046,Não,Não,3
Não,30,Administrador,Casado,Ensino Superior,Não,4168,Não,Não,1
Não,30,Operário,Casado,Ensino Médio,Não,1131,Sim,Sim,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,640,Não,Não,4
Sim,30,Administrador,Solteiro,Ensino Médio,Não,270,Não,Não,1
Sim,30,Autônomo,Solteiro,Ensino Superior,Não,916,Não,Não,2
Sim,30,Administrador,Casado,Ensino Superior,Não,1567,Sim,Não,4
Sim,30,Técnico,Solteiro,Ensino Superior,Não,4060,Não,Não,1
Não,30,Administrador,Casado,Ensino Médio,Não,873,Sim,Não,1
Não,30,Administrador,Casado,Ensino Médio,Não,350,Não,Sim,5
Sim,30,Técnico,Casado,Ensino Superior,Não,569,Não,Não,12
Sim,30,Empresário,Casado,Fundamental,Não,2686,Sim,Não,3
Não,30,Administrador,Solteiro,Ensino Médio,Não,186,Sim,Não,3
Sim,30,Administrador,Casado,Ensino Superior,Não,102,Sim,Não,7
Sim,30,Desempregado,Solteiro,Ensino Médio,Não,2424,Não,Não,1
Não,30,Técnico,Solteiro,Ensino Médio,Não,4787,Sim,Não,1
Não,30,Técnico,Casado,Ensino Médio,Não,207,Sim,Não,2
Sim,30,Administrador,Solteiro,Ensino Superior,Não,5359,Não,Não,1
Não,30,Técnico,Solteiro,Ensino Médio,Não,925,Não,Não,1
Não,30,Administrador,Solteiro,Ensino Médio,Não,154,Sim,Não,2
Sim,30,Operário,Casado,Ensino Médio,Não,501,Sim,Sim,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,376,Sim,Não,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,398,Não,Não,2
Não,30,Técnico,Solteiro,Ensino Médio,Não,1286,Não,Não,12
Não,30,Operário,Divorciado,Fundamental,Não,1,Sim,Não,9
Não,30,Administrador,Solteiro,Ensino Médio,Não,127,Sim,Não,6
Sim,30,Autônomo,Solteiro,Ensino Superior,Não,655,Não,Não,4
Sim,30,Administrador,Solteiro,Ensino Superior,Não,201,Sim,Não,2
Sim,30,Administrador,Solteiro,Ensino Superior,Não,697,Não,Não,3
Não,30,Administrador,Casado,Ensino Superior,Não,134,Sim,Não,1
Não,30,Operário,Casado,Ensino Médio,Não,501,Sim,Sim,1
Não,30,Técnico,Divorciado,Ensino Superior,Não,317,Sim,Não,5
Não,30,Serviços Gerais,Solteiro,Ensino Médio,Não,1510,Sim,Não,1
Não,30,Técnico,Solteiro,Ensino Médio,Não,426,Sim,Não,4
Sim,30,Administrador,Solteiro,Ensino Superior,Não,4210,Não,Não,4
Não,30,Técnico,Solteiro,Ensino Médio,Não,458,Não,Não,7
Sim,30,Administrador,Solteiro,Ensino Superior,Não,617,Não,Não,2
Não,30,Serviços Gerais,Solteiro,Desconhecido,Não,138,Sim,Não,1
Sim,30,Estudante,Solteiro,Ensino Médio,Não,1681,Não,Não,2
Sim,30,Técnico,Solteiro,Ensino Médio,Não,2734,Não,Não,3
Sim,30,Administrador,Solteiro,Ensino Médio,Não,315,Sim,Não,3
Não,30,Administrador,Solteiro,Ensino Médio,Não,1299,Não,Não,2
Sim,30,Autônomo,Solteiro,Ensino Superior,Não,3343,Não,Não,1
Não,30,Autônomo,Solteiro,Ensino Superior,Não,3137,Sim,Não,7
Sim,30,Desempregado,Casado,Ensino Superior,Não,330,Não,Não,1
Sim,30,Técnico,Solteiro,Ensino Superior,Não,178,Não,Não,3
Não,30,Técnico,Casado,Ensino Médio,Não,450,Não,Sim,4
Sim,30,Administrador,Divorciado,Ensino Médio,Não,377,Sim,Não,15
Não,30,Operário,Casado,Ensino Médio,Não,631,Sim,Não,2
Não,30,Técnico,Solteiro,Ensino Médio,Não,86,Não,Não,1
Não,30,Técnico,Solteiro,Ensino Médio,Não,133,Sim,Não,2
Sim,30,Administrador,Solteiro,Ensino Médio,Não,915,Sim,Não,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,424,Não,Não,4
Não,30,Técnico,Divorciado,Ensino Médio,Não,789,Sim,Não,1
Não,30,Técnico,Solteiro,Ensino Médio,Não,298,Sim,Não,2
Sim,30,Administrador,Casado,Ensino Superior,Não,419,Sim,Não,1
Não,30,Administrador,Solteiro,Ensino Médio,Não,613,Sim,Não,2
Não,30,Desempregado,Casado,Ensino Médio,Não,221,Não,Não,4
Não,30,Técnico,Casado,Ensino Médio,Não,418,Sim,Não,1
Não,30,Administrador,Casado,Ensino Médio,Sim,23,Não,Sim,2
Sim,30,Administrador,Solteiro,Ensino Superior,Não,2544,Não,Não,2
Sim,30,Técnico,Solteiro,Ensino Superior,Não,2325,Não,Não,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,297,Não,Não,1
Não,30,Técnico,Casado,Ensino Médio,Não,384,Não,Não,3
Sim,30,Técnico,Solteiro,Ensino Superior,Não,655,Não,Não,2
Sim,30,Administrador,Solteiro,Ensino Superior,Não,3340,Não,Não,3
Sim,30,Operário,Solteiro,Ensino Médio,Não,5909,Sim,Não,2
Não,30,Técnico,Solteiro,Ensino Superior,Não,3,Sim,Não,1
Não,30,Técnico,Casado,Ensino Superior,Não,606,Sim,Não,1
Sim,30,Serviços Gerais,Solteiro,Ensino Médio,Não,1268,Sim,Não,4
Sim,30,Administrador,Casado,Ensino Médio,Não,873,Sim,Não,3
Não,30,Administrador,Solteiro,Ensino Superior,Não,2995,Sim,Não,1
Sim,30,Operário,Solteiro,Ensino Médio,Não,953,Sim,Não,2
Não,30,Administrador,Casado,Ensino Superior,Não,6432,Sim,Não,2
Não,30,Administrador,Casado,Ensino Superior,Não,1239,Não,Não,5
Sim,30,Operário,Casado,Ensino Médio,Não,278,Sim,Sim,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,398,Não,Não,1
Não,30,Administrador,Casado,Ensino Médio,Não,39,Sim,Não,3
Sim,30,Administrador,Solteiro,Ensino Médio,Não,4448,Não,Não,8
Sim,30,Estudante,Solteiro,Desconhecido,Não,4468,Não,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,265,Não,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,1636,Não,Não,2
Não,30,Administrador,Divorciado,Ensino Superior,Não,46,Não,Não,3
Sim,30,Administrador,Solteiro,Ensino Médio,Não,270,Não,Não,1
Sim,30,Operário,Casado,Ensino Médio,Não,378,Sim,Não,2
Sim,30,Administrador,Casado,Ensino Médio,Não,1265,Sim,Sim,2
Não,30,Técnico,Solteiro,Ensino Médio,Não,9645,Não,Sim,10
Sim,30,Operário,Solteiro,Desconhecido,Não,6281,Não,Não,2
Sim,30,Estudante,Solteiro,Ensino Médio,Não,1681,Não,Não,1
Não,30,Empresário,Solteiro,Ensino Médio,Não,265,Sim,Sim,10
Não,30,Autônomo,Solteiro,Ensino Superior,Não,48,Não,Não,2
Não,30,Desconhecido,Solteiro,Desconhecido,Não,6929,Não,Não,1
Não,30,Administrador,Casado,Ensino Superior,Não,5381,Não,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,3773,Sim,Não,4
Não,30,Técnico,Casado,Ensino Médio,Não,1011,Sim,Não,1
Sim,30,Autônomo,Casado,Ensino Superior,Não,2666,Não,Não,1
Sim,30,Administrador,Solteiro,Ensino Médio,Não,223,Sim,Não,11
Não,30,Serviços Gerais,Solteiro,Ensino Médio,Não,438,Sim,Não,1
Não,30,Administrador,Casado,Ensino Médio,Não,1310,Não,Não,1
Não,30,Administrador,Solteiro,Ensino Médio,Não,585,Não,Sim,6
Não,30,Operário,Casado,Fundamental,Não,35,Sim,Não,2
Sim,30,Administrador,Solteiro,Ensino Superior,Não,533,Não,Não,4
Sim,30,Técnico,Casado,Ensino Médio,Não,289,Sim,Não,4
Não,30,Serviços Gerais,Solteiro,Ensino Médio,Não,101,Sim,Não,2
Não,30,Serviços Gerais,Solteiro,Ensino Médio,Não,1824,Sim,Não,2
Sim,30,Técnico,Solteiro,Ensino Médio,Não,2567,Não,Não,4
Sim,30,Técnico,Casado,Ensino Superior,Não,2166,Não,Não,2
Não,30,Administrador,Solteiro,Ensino Superior,Não,277,Sim,Não,1
Sim,30,Serviços Gerais,Casado,Ensino Médio,Não,48,Sim,Não,13
Sim,30,Administrador,Solteiro,Ensino Superior,Não,305,Não,Não,1
Não,30,Serviços Gerais,Solteiro,Ensino Médio,Não,245,Não,Sim,2
Sim,30,Administrador,Solteiro,Ensino Superior,Não,4808,Não,Não,1
Não,30,Administrador,Casado,Ensino Superior,Não,26,Sim,Não,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,102,Sim,Não,3
Sim,30,Operário,Casado,Fundamental,Não,201,Sim,Não,1
Sim,30,Serviços Gerais,Solteiro,Ensino Médio,Não,140,Sim,Não,1
Não,30,Administrador,Casado,Ensino Médio,Não,46,Sim,Não,2
Sim,30,Serviços Gerais,Casado,Ensino Superior,Não,81,Não,Não,1
Não,30,Técnico,Solteiro,Ensino Médio,Não,120,Sim,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,3773,Sim,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,218,Não,Não,1
Não,30,Administrador,Solteiro,Ensino Médio,Não,98,Sim,Não,5
Não,30,Serviços Gerais,Casado,Ensino Médio,Não,271,Sim,Não,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,364,Não,Não,2
Não,30,Operário,Casado,Fundamental,Não,2607,Sim,Não,10
Sim,30,Administrador,Solteiro,Ensino Superior,Não,502,Não,Não,3
Não,30,Técnico,Solteiro,Ensino Médio,Não,728,Sim,Não,1
Não,30,Técnico,Solteiro,Ensino Superior,Não,10,Não,Não,8
Não,30,Administrador,Casado,Ensino Superior,Não,1235,Sim,Não,3
Sim,30,Operário,Casado,Ensino Médio,Não,486,Sim,Não,3
Não,30,Autônomo,Solteiro,Ensino Superior,Não,2593,Não,Não,7
Sim,30,Administrador,Solteiro,Ensino Superior,Não,232,Não,Não,1
Não,30,Operário,Solteiro,Fundamental,Não,185,Não,Não,1
Sim,30,Técnico,Casado,Ensino Médio,Não,455,Sim,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,2,Não,Não,21
Sim,30,Estudante,Solteiro,Ensino Superior,Não,3026,Não,Não,1
Não,30,Serviços Gerais,Solteiro,Ensino Médio,Não,1881,Não,Sim,1
Não,30,Técnico,Solteiro,Ensino Superior,Não,3086,Sim,Não,3
Não,30,Técnico,Solteiro,Ensino Médio,Não,167,Não,Não,1
Sim,30,Administrador,Casado,Ensino Médio,Não,4457,Sim,Não,4
Sim,30,Estudante,Solteiro,Ensino Médio,Não,1779,Não,Não,1
Sim,30,Técnico,Casado,Ensino Médio,Não,2326,Não,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,156,Sim,Não,9
Sim,30,Administrador,Casado,Ensino Médio,Não,396,Sim,Não,3
Não,30,Operário,Casado,Ensino Médio,Não,246,Sim,Não,2
Não,30,Técnico,Solteiro,Ensino Médio,Não,194,Não,Sim,3
Sim,30,Administrador,Solteiro,Ensino Superior,Não,232,Não,Não,1
Não,30,Administrador,Casado,Ensino Superior,Não,233,Sim,Não,10
Não,30,Administrador,Solteiro,Ensino Superior,Não,2708,Não,Não,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,720,Não,Não,4
Sim,30,Operário,Solteiro,Ensino Médio,Não,2145,Sim,Não,2
Não,30,Estudante,Solteiro,Ensino Superior,Não,31,Sim,Não,1
Sim,30,Operário,Casado,Ensino Médio,Não,1664,Sim,Não,1
Sim,30,Autônomo,Casado,Ensino Superior,Não,1785,Não,Não,1
Não,30,Serviços Gerais,Casado,Ensino Médio,Não,292,Sim,Sim,4
Sim,30,Operário,Solteiro,Ensino Médio,Não,239,Sim,Não,1
Sim,30,Técnico,Solteiro,Ensino Médio,Não,3286,Sim,Não,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,398,Não,Não,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,5561,Sim,Não,1
Sim,30,Estudante,Solteiro,Ensino Superior,Não,7529,Não,Não,1
Sim,30,Administrador,Casado,Ensino Superior,Não,8089,Sim,Não,2
Sim,30,Serviços Gerais,Casado,Ensino Médio,Não,129,Sim,Não,7
Sim,30,Administrador,Solteiro,Ensino Superior,Não,12857,Sim,Não,1
Não,30,Técnico,Solteiro,Ensino Médio,Não,411,Sim,Não,1
Não,30,Administrador,Divorciado,Ensino Médio,Não,419,Não,Não,2
Sim,30,Técnico,Solteiro,Ensino Superior,Não,880,Sim,Sim,6
Sim,30,Estudante,Solteiro,Ensino Médio,Não,48,Não,Não,1
Não,30,Operário,Casado,Ensino Médio,Não,194,Sim,Não,3
Não,30,Administrador,Casado,Ensino Superior,Não,265,Sim,Não,4
Sim,30,Serviços Gerais,Solteiro,Ensino Superior,Não,1788,Não,Não,1
Não,30,Administrador,Solteiro,Ensino Médio,Não,523,Não,Sim,3
Não,30,Administrador,Divorciado,Ensino Médio,Não,83,Sim,Sim,1
Não,30,Serviços Gerais,Casado,Ensino Médio,Não,1808,Sim,Não,2
Não,30,Serviços Gerais,Solteiro,Ensino Médio,Não,268,Não,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,552,Sim,Não,2
Não,30,Técnico,Solteiro,Ensino Médio,Não,151,Não,Não,2
Não,30,Administrador,Solteiro,Ensino Superior,Não,162,Sim,Não,4
Sim,30,Operário,Solteiro,Ensino Médio,Sim,239,Sim,Não,1
Sim,30,Estudante,Solteiro,Ensino Superior,Não,2539,Não,Não,5
Sim,30,Técnico,Solteiro,Ensino Médio,Não,2371,Não,Não,1
Não,30,Administrador,Casado,Ensino Médio,Não,521,Sim,Não,1
Não,30,Serviços Gerais,Solteiro,Ensino Médio,Não,1649,Sim,Não,1
Sim,30,Administrador,Solteiro,Ensino Médio,Não,69,Sim,Não,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,5359,Não,Não,1
Não,30,Serviços Gerais,Solteiro,Ensino Médio,Não,117,Não,Não,1
Sim,30,Administrador,Solteiro,Ensino Médio,Não,265,Sim,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,13774,Não,Não,1
Sim,30,Administrador,Solteiro,Ensino Médio,Não,313,Sim,Não,2
Não,30,Administrador,Solteiro,Ensino Médio,Não,186,Sim,Não,1
Sim,30,Administrador,Solteiro,Ensino Médio,Não,523,Não,Sim,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,222,Sim,Não,4
Sim,30,Operário,Solteiro,Ensino Médio,Não,1598,Sim,Não,1
Sim,30,Estudante,Solteiro,Ensino Superior,Não,2766,Não,Não,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,305,Não,Não,2
Sim,30,Empresário,Solteiro,Ensino Médio,Não,732,Não,Não,4
Sim,30,Técnico,Solteiro,Ensino Médio,Não,853,Não,Não,1
Sim,30,Administrador,Solteiro,Ensino Superior,Não,697,Não,Não,2
Sim,30,Desempregado,Solteiro,Ensino Médio,Não,2424,Não,Não,1
Não,30,Serviços Gerais,Divorciado,Ensino Médio,Não,1336,Sim,Não,3
Sim,30,Operário,Casado,Ensino Médio,Não,309,Sim,Não,2
Sim,30,Administrador,Solteiro,Ensino Médio,Não,255,Não,Não,1
Sim,30,Operário,Solteiro,Ensino Médio,Não,315,Não,Não,1
Não,30,Autônomo,Casado,Ensino Superior,Não,163,Sim,Não,1
Sim,30,Administrador,Solteiro,Ensino Médio,Não,2568,Não,Não,1
Não,30,Empresário,Casado,Ensino Médio,Não,2551,Sim,Não,2
Não,30,Administrador,Casado,Ensino Superior,Não,2994,Sim,Não,1
Não,30,Serviços Gerais,Casado,Ensino Médio,Não,699,Sim,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,136,Sim,Não,1
Não,30,Autônomo,Solteiro,Ensino Médio,Não,1031,Não,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Sim,35,Não,Não,4
Não,30,Operário,Solteiro,Ensino Médio,Não,148,Não,Não,1
Sim,30,Serviços Gerais,Casado,Ensino Médio,Não,517,Não,Não,2
Não,30,Administrador,Casado,Ensino Superior,Não,314,Não,Não,2
Não,30,Serviços Gerais,Solteiro,Ensino Médio,Não,773,Sim,Sim,1
Sim,30,Serviços Gerais,Divorciado,Ensino Médio,Não,341,Sim,Não,1
Não,30,Administrador,Divorciado,Fundamental,Não,1032,Sim,Não,5
Sim,30,Desempregado,Solteiro,Ensino Superior,Não,302,Não,Não,3
Sim,30,Administrador,Solteiro,Ensino Superior,Não,2,Sim,Sim,8
Não,30,Administrador,Casado,Ensino Superior,Não,882,Não,Não,6
Não,30,Administrador,Solteiro,Ensino Superior,Não,6392,Sim,Não,1
Não,30,Administrador,Solteiro,Ensino Superior,Não,115,Não,Não,2
Não,30,Operário,Casado,Ensino Médio,Não,128,Sim,Não,1
Sim,30,Técnico,Solteiro,Ensino Superior,Não,411,Não,Não,3
Não,30,Técnico,Solteiro,Ensino Médio,Não,148,Sim,Sim,5
Sim,30,Operário,Casado,Ensino Médio,Não,5,Não,Não,3
Não,30,Administrador,Solteiro,Ensino Superior,Não,2,Não,Não,1
Não,30,Técnico,Casado,Ensino Superior,Não,141,Não,Não,2
Sim,30,Técnico,Solteiro,Ensino Médio,Não,2544,Não,Não,2
Não,30,Administrador,Solteiro,Ensino Médio,Não,873,Não,Não,1
Sim,30,Operário,Solteiro,Fundamental,Não,253,Sim,Não,1
Sim,30,Administrador,Casado,Ensino Médio,Não,1794,Não,Não,1
Não,30,Administrador,Casado,Ensino Superior,Não,285,Não,Não,2
Sim,30,Operário,Solteiro,Ensino Médio,Não,49,Não,Não,2
Não,30,Operário,Solteiro,Fundamental,Não,395,Não,Não,1
Não,30,Técnico,Casado,Ensino Médio,Não,394,Não,Não,13
Não,30,Administrador,Casado,Ensino Médio,Não,15,Sim,Não,1
Sim,30,Operário,Solteiro,Ensino Superior,Não,297,Não,Não,4
